TCV, , , , , , , , , , , , ,Grammar
p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
1,1,1,1,1,17,1,1,1,1,5,1,10,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,2,1,22,1,1,1,4,2,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,2,1,16,1,1,1,1,2,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,2,1,27,1,1,1,2,4,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,6,1,89,1,1,1,9,29,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,1,1,29,1,1,1,2,9,1,2,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,1,1,24,1,1,1,2,13,1,2,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,1,1,20,1,1,1,7,8,1,3,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,1,1,2,1,1,1,10,26,1,2,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,1,1,22,1,1,1,4,36,1,6,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,1,1,9,1,1,1,11,21,1,2,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,1,1,30,1,1,1,4,26,1,3,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,3,1,15,1,1,1,9,17,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,1,1,16,1,1,1,1,18,1,4,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,1,1,56,1,1,1,4,3,1,2,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,2,1,36,1,1,1,2,25,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,3,1,28,1,1,1,2,4,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,4,1,82,1,1,1,15,39,1,2,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,1,1,3,1,1,1,10,1,1,3,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,1,1,13,1,1,1,4,1,1,3,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,3,1,31,1,1,1,7,12,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,1,1,7,1,1,1,4,8,1,3,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,2,1,54,1,1,1,4,6,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,1,1,51,1,1,1,6,1,1,2,0,0,0,1,0,1,1,0,0,1,0,0,0
