TCV, , , , , , , , , , , , ,Grammar
p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,4,27,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,4,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,7,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,10,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,12,5,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,2,32,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,0,15,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,2,25,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,3,11,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,6,7,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,22,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,7,34,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,11,10,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,11,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,3,12,0,4,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,3,0,0,0,0,0,7,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,6,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,3,0,6,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,6,1,0,5,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,3,10,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,4,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,2,16,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,6,27,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
