p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
1,1,1,1,1,3,1,1,1,23,26,1,2
1,1,1,1,1,15,1,1,1,1,4,1,3
1,1,1,3,1,62,1,1,1,5,13,1,1
1,1,1,1,1,2,1,1,1,10,1,1,2
1,1,1,1,1,27,1,1,1,5,2,1,3
1,1,1,1,1,86,1,1,1,6,2,1,3
1,1,1,1,1,22,1,1,1,1,7,1,2
1,1,1,1,1,17,1,1,1,4,1,1,2
1,1,1,2,1,22,1,1,1,13,14,1,1
1,1,1,2,1,56,1,1,1,2,1,1,3
1,1,1,1,1,41,1,1,1,8,20,1,3
1,1,1,4,1,29,1,1,1,2,19,1,1
1,1,1,2,1,58,1,1,1,16,3,1,1
1,1,1,3,1,7,1,1,1,2,44,1,1
1,1,1,3,1,37,1,1,1,4,7,1,1
1,1,1,1,1,39,1,1,1,4,2,1,3
1,1,1,2,1,9,1,1,1,14,21,1,3
1,1,1,5,1,16,1,1,1,2,11,1,1
1,1,1,2,1,37,1,1,1,2,29,1,1
1,1,1,1,1,3,1,1,1,13,2,1,3
1,1,1,1,1,1,1,1,1,5,2,1,1
1,1,1,1,1,25,1,1,1,2,1,1,6
1,1,1,1,1,64,1,1,1,3,18,1,2
1,1,1,2,1,5,1,1,1,3,18,1,5
1,1,1,1,1,7,1,1,1,1,19,1,3
1,1,1,1,1,7,1,1,1,1,12,1,7
1,1,1,1,1,4,1,1,1,1,26,1,2
1,1,1,1,1,150,1,1,1,1,3,1,4
1,1,1,1,1,43,1,1,1,3,2,1,5
1,1,1,1,1,15,1,1,1,13,9,1,2
1,1,1,3,1,61,1,1,1,4,9,1,1
1,1,1,3,1,25,1,1,1,10,6,1,1
1,1,1,1,1,4,1,1,1,8,9,1,3
1,1,1,4,1,13,1,1,1,7,11,1,1
1,1,1,1,1,81,1,1,1,3,1,1,7
1,1,1,1,1,2,1,1,1,19,9,1,2
1,1,1,2,1,35,1,1,1,2,16,1,1
1,1,1,1,1,62,1,1,1,4,15,1,2
1,1,1,1,1,9,1,1,1,6,1,1,4
1,1,1,3,1,6,1,1,1,4,31,1,6
1,1,1,1,1,17,1,1,1,7,4,1,3
1,1,1,3,1,105,1,1,1,5,2,1,1
1,1,1,2,1,9,1,1,1,1,2,1,1
1,1,1,1,1,5,1,1,1,2,10,1,2
1,1,1,1,1,1,1,1,1,3,8,1,1
1,1,1,1,1,34,1,1,1,3,5,1,11
1,1,1,2,1,47,1,1,1,3,4,1,8
1,1,1,1,1,62,1,1,1,3,5,1,2
1,1,1,1,1,1,1,1,1,18,9,1,1
1,1,1,2,1,26,1,1,1,4,8,1,1
1,1,1,1,1,83,1,1,1,4,18,1,6
1,1,1,3,1,64,1,1,1,4,15,1,6
1,1,1,1,1,98,1,1,1,2,1,1,3
1,1,1,2,1,32,1,1,1,11,1,1,6
1,1,1,3,1,33,1,1,1,21,7,1,1
1,1,1,1,1,39,1,1,1,10,6,1,3
1,1,1,1,1,20,1,1,1,3,1,1,5
1,1,1,4,1,33,1,1,1,4,9,1,2
1,1,1,1,1,61,1,1,1,19,20,1,2
1,1,1,1,1,8,1,1,1,2,24,1,7
1,1,1,1,1,19,1,1,1,3,16,1,2
1,1,1,1,1,19,1,1,1,2,17,1,2
1,1,1,3,1,131,1,1,1,1,8,1,1
1,1,1,1,1,20,1,1,1,1,2,1,3
1,1,1,4,1,6,1,1,1,2,29,1,1
1,1,1,1,1,26,1,1,1,1,5,1,2
1,1,1,1,1,14,1,1,1,1,11,1,3
1,1,1,4,1,5,1,1,1,2,21,1,2
1,1,1,1,1,114,1,1,1,9,20,1,2
1,1,1,1,1,39,1,1,1,8,37,1,5
1,1,1,2,1,75,1,1,1,3,2,1,3
1,1,1,1,1,4,1,1,1,5,2,1,3
1,1,1,1,1,7,1,1,1,13,2,1,5
