p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
1,1,1,2,1,162,1,16,1,1,1,1,1
1,1,1,1,1,55,1,4,1,1,1,1,1
1,1,1,2,1,10,1,19,1,1,1,1,1
1,1,1,2,1,6,1,2,1,1,1,1,1
1,1,1,1,1,25,1,5,1,1,1,1,1
1,1,1,1,1,23,1,4,1,1,1,1,1
1,1,1,1,1,9,1,30,1,1,1,1,1
1,1,1,1,1,17,1,22,1,1,1,1,1
1,1,1,1,1,9,1,10,1,1,1,1,1
1,1,1,2,1,70,1,11,1,1,1,1,1
1,1,1,1,1,69,1,2,1,1,1,1,1
1,1,1,1,1,19,1,16,1,1,1,1,1
1,1,1,1,1,92,1,2,1,1,1,1,1
1,1,1,2,1,7,1,31,1,1,1,1,1
1,1,1,1,1,113,1,2,1,1,1,1,1
1,1,1,1,1,22,1,31,1,1,1,1,1
1,1,1,2,1,42,1,8,1,1,1,1,1
1,1,1,5,1,91,1,40,1,1,1,1,1
1,1,1,1,1,89,1,1,1,1,1,1,1
1,1,1,1,1,23,1,34,1,1,1,1,1
1,1,1,1,1,9,1,15,1,1,1,1,1
1,1,1,1,1,16,1,10,1,1,1,1,1
1,1,1,1,1,77,1,25,1,1,1,1,1
1,1,1,1,1,95,1,1,1,1,1,1,1
1,1,1,1,1,21,1,37,1,1,1,1,1
1,1,1,2,1,22,1,3,1,1,1,1,1
1,1,1,3,1,94,1,9,1,1,1,1,1
1,1,1,1,1,15,1,1,1,1,1,1,1
1,1,1,1,1,164,1,5,1,1,1,1,1
1,1,1,2,1,86,1,9,1,1,1,1,1
1,1,1,1,1,25,1,51,1,1,1,1,1
1,1,1,1,1,19,1,36,1,1,1,1,1
1,1,1,1,1,6,1,14,1,1,1,1,1
1,1,1,1,1,4,1,25,1,1,1,1,1
1,1,1,2,1,17,1,20,1,1,1,1,1
1,1,1,2,1,25,1,2,1,1,1,1,1
1,1,1,2,1,96,1,4,1,1,1,1,1
1,1,1,1,1,2,1,7,1,1,1,1,1
1,1,1,1,1,7,1,29,1,1,1,1,1
1,1,1,2,1,19,1,36,1,1,1,1,1
1,1,1,2,1,57,1,3,1,1,1,1,1
1,1,1,1,1,26,1,20,1,1,1,1,1
1,1,1,1,1,19,1,8,1,1,1,1,1
1,1,1,2,1,5,1,2,1,1,1,1,1
1,1,1,2,1,30,1,11,1,1,1,1,1
1,1,1,1,1,56,1,13,1,1,1,1,1
1,1,1,3,1,39,1,6,1,1,1,1,1
1,1,1,1,1,14,1,4,1,1,1,1,1
1,1,1,1,1,61,1,14,1,1,1,1,1
1,1,1,2,1,5,1,2,1,1,1,1,1
1,1,1,1,1,31,1,6,1,1,1,1,1
1,1,1,1,1,111,1,1,1,1,1,1,1
1,1,1,1,1,38,1,34,1,1,1,1,1
1,1,1,1,1,69,1,8,1,1,1,1,1
1,1,1,1,1,23,1,28,1,1,1,1,1
1,1,1,1,1,32,1,26,1,1,1,1,1
