 observation,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
eChild #295,0,0,0,1,0,0,0,0,0,1,3,0,10
eChild #296,0,0,0,0,0,0,0,0,0,0,1,0,3
eChild #297,0,0,0,2,0,0,0,0,0,1,4,0,0
eChild #298,0,0,0,0,0,0,0,0,0,1,7,0,1
eChild #299,0,0,0,0,0,0,0,0,0,13,0,0,2
eChild #300,0,0,0,0,0,0,0,0,0,2,12,0,2
eChild #301,0,0,0,3,0,0,0,0,0,4,14,0,0
eChild #302,0,0,0,0,0,0,0,0,0,15,3,0,9
eChild #303,0,0,0,0,0,0,0,0,0,0,28,0,1
eChild #304,0,0,0,0,0,0,0,0,0,2,7,0,2
eChild #305,0,0,0,1,0,0,0,0,0,8,18,0,0
eChild #306,0,0,0,0,0,0,0,0,0,5,16,0,2
eChild #307,0,0,0,3,0,0,0,0,0,0,24,0,0
eChild #308,0,0,0,2,0,0,0,0,0,3,41,0,0
eChild #309,0,0,0,1,0,0,0,0,0,2,13,0,0
eChild #310,0,0,0,1,0,0,0,0,0,1,4,0,0
eChild #311,0,0,0,1,0,0,0,0,0,8,3,0,0
eChild #312,0,0,0,0,0,0,0,0,0,13,26,0,1
eChild #313,0,0,0,0,0,0,0,0,0,13,16,0,1
eChild #314,0,0,0,0,0,0,0,0,0,1,8,0,1
eChild #315,0,0,0,0,0,0,0,0,0,1,6,0,2
eChild #316,0,0,0,1,0,0,0,0,0,1,5,0,0
eChild #317,0,0,0,1,0,0,0,0,0,3,23,0,0
eChild #318,0,0,0,0,0,0,0,0,0,2,1,0,3
eChild #319,0,0,0,0,0,0,0,0,0,0,15,0,4
eChild #320,0,0,0,0,0,0,0,0,0,4,8,0,1
eChild #321,0,0,0,0,0,0,0,0,0,1,3,0,7
eChild #322,0,0,0,1,0,0,0,0,0,5,21,0,0
eChild #323,0,0,0,3,0,0,0,0,0,2,5,0,0
eChild #324,0,0,0,0,0,0,0,0,0,4,22,0,4
eChild #325,0,0,0,0,0,0,0,0,0,3,21,0,1
eChild #326,0,0,0,1,0,0,0,0,0,4,3,0,0
eChild #327,0,0,0,6,0,0,0,0,0,16,8,0,0
eChild #328,0,0,0,1,0,0,0,0,0,2,23,0,0
eChild #329,0,0,0,0,0,0,0,0,0,11,1,0,4
eChild #330,0,0,0,1,0,0,0,0,0,4,16,0,0
eChild #331,0,0,0,2,0,0,0,0,0,0,11,0,0
eChild #332,0,0,0,2,0,0,0,0,0,8,6,0,0
eChild #333,0,0,0,2,0,0,0,0,0,1,2,0,0
eChild #334,0,0,0,1,0,0,0,0,0,3,27,0,0
eChild #335,0,0,0,1,0,0,0,0,0,4,1,0,0
eChild #336,0,0,0,3,0,0,0,0,0,0,39,0,0
eChild #337,0,0,0,1,0,0,0,0,0,5,11,0,0
eChild #338,0,0,0,2,0,0,0,0,0,5,1,0,0
eChild #339,0,0,0,3,0,0,0,0,0,0,15,0,0
eChild #340,0,0,0,1,0,0,0,0,0,0,8,0,0
eChild #341,0,0,0,1,0,0,0,0,0,7,3,0,0
eChild #342,0,0,0,0,0,0,0,0,0,12,3,0,4
eChild #343,0,0,0,3,0,0,0,0,0,1,3,0,0
eChild #344,0,0,0,1,0,0,0,0,0,4,1,0,0
eChild #345,0,0,0,0,0,0,0,0,0,2,24,0,3
eChild #346,0,0,0,0,0,0,0,0,0,5,0,0,8
eChild #347,0,0,0,0,0,0,0,0,0,0,19,0,1
eChild #348,0,0,0,0,0,0,0,0,0,0,9,0,1
eChild #349,0,0,0,0,0,0,0,0,0,7,6,0,4
eChild #350,0,0,0,1,0,0,0,0,0,1,5,0,0
eChild #351,0,0,0,2,0,0,0,0,0,3,31,0,0
eChild #352,0,0,0,2,0,0,0,0,0,1,10,0,0
eChild #353,0,0,0,1,0,0,0,0,0,2,6,0,0
eChild #354,0,0,0,0,0,0,0,0,0,15,13,0,2
eChild #355,0,0,0,0,0,0,0,0,0,1,0,0,2
eChild #356,0,0,0,0,0,0,0,0,0,14,7,0,3
eChild #357,0,0,0,4,0,0,0,0,0,2,22,0,0
eChild #358,0,0,0,2,0,0,0,0,0,0,6,0,0
eChild #359,0,0,0,0,0,0,0,0,0,5,16,0,2
eChild #360,0,0,0,0,0,0,0,0,0,6,11,0,1
eChild #361,0,0,0,0,0,0,0,0,0,0,4,0,3
eChild #362,0,0,0,0,0,0,0,0,0,0,7,0,1
eChild #363,0,0,0,0,0,0,0,0,0,9,0,0,1
eChild #364,0,0,0,0,0,0,0,0,0,0,1,0,3
eChild #365,0,0,0,3,0,0,0,0,0,7,9,0,0
eChild #366,0,0,0,1,0,0,0,0,0,3,0,0,3
eChild #367,0,0,0,3,0,0,0,0,0,10,3,0,0
eChild #368,0,0,0,0,0,0,0,0,0,1,13,0,2
eChild #369,0,0,0,0,0,0,0,0,0,1,3,0,2
eChild #370,0,0,0,1,0,0,0,0,0,3,9,0,0
eChild #371,0,0,0,1,0,0,0,0,0,0,1,0,2
eChild #372,0,0,0,0,0,0,0,0,0,4,10,0,3
eChild #373,0,0,0,1,0,0,0,0,0,21,6,0,0
eChild #374,0,0,0,4,0,0,0,0,0,1,2,0,0
eChild #375,0,0,0,1,0,0,0,0,0,4,2,0,0
eChild #376,0,0,0,3,0,0,0,0,0,3,7,0,0
eChild #377,0,0,0,0,0,0,0,0,0,18,8,0,2
eChild #378,0,0,0,0,0,0,0,0,0,0,2,0,6
eChild #379,0,0,0,5,0,0,0,0,0,5,2,0,0
eChild #380,0,0,0,0,0,0,0,0,0,2,36,0,1
eChild #381,0,0,0,1,0,0,0,0,0,5,1,0,0
eChild #382,0,0,0,0,0,0,0,0,0,3,13,0,1
eChild #383,0,0,0,2,0,0,0,0,0,4,21,0,0
eChild #384,0,0,0,1,0,0,0,0,0,5,1,0,0
eChild #385,0,0,0,1,0,0,0,0,0,7,8,0,0
eChild #386,0,0,0,0,0,0,0,0,0,1,2,0,5
eChild #387,0,0,0,1,0,0,0,0,0,4,0,0,2
eChild #388,0,0,0,3,0,0,0,0,0,12,11,0,2
eChild #389,0,0,0,0,0,0,0,0,0,2,0,0,1
eChild #390,0,0,0,1,0,0,0,0,0,4,12,0,0
eChild #391,0,0,0,3,0,0,0,0,0,2,4,0,1
eChild #392,0,0,0,1,0,0,0,0,0,6,20,0,0
eChild #393,0,0,0,4,0,0,0,0,0,0,4,0,0
eChild #394,0,0,0,0,0,0,0,0,0,0,11,0,1
eChild #395,0,0,0,6,0,0,0,0,0,5,7,0,2
eChild #396,0,0,0,1,0,0,0,0,0,13,22,0,0
eChild #397,0,0,0,0,0,0,0,0,0,0,10,0,6
eChild #398,0,0,0,0,0,0,0,0,0,1,13,0,1
eChild #399,0,0,0,1,0,0,0,0,0,0,6,0,0
eChild #400,0,0,0,2,0,0,0,0,0,14,6,0,0
eChild #401,0,0,0,0,0,0,0,0,0,5,0,0,2
eChild #402,0,0,0,0,0,0,0,0,0,1,10,0,1
eChild #403,0,0,0,0,0,0,0,0,0,6,0,0,5
eChild #404,0,0,0,3,0,0,0,0,0,1,3,0,0
eChild #405,0,0,0,2,0,0,0,0,0,8,44,0,0
eChild #406,0,0,0,0,0,0,0,0,0,0,7,0,9
eChild #407,0,0,0,1,0,0,0,0,0,12,6,0,2
eChild #408,0,0,0,2,0,0,0,0,0,6,3,0,0
eChild #409,0,0,0,0,0,0,0,0,0,3,11,0,3
eChild #410,0,0,0,0,0,0,0,0,0,3,5,0,2
eChild #411,0,0,0,3,0,0,0,0,0,5,3,0,0
eChild #412,0,0,0,0,0,0,0,0,0,1,10,0,8
eChild #413,0,0,0,1,0,0,0,0,0,0,20,0,2
eChild #414,0,0,0,0,0,0,0,0,0,2,13,0,2
eChild #415,0,0,0,0,0,0,0,0,0,17,0,0,4
eChild #416,0,0,0,1,0,0,0,0,0,2,1,0,6
eChild #417,0,0,0,0,0,0,0,0,0,2,3,0,2
eChild #418,0,0,0,1,0,0,0,0,0,0,14,0,0
eChild #419,0,0,0,0,0,0,0,0,0,1,13,0,1
eChild #420,0,0,0,0,0,0,0,0,0,10,15,0,1
eChild #421,0,0,0,1,0,0,0,0,0,1,3,0,0
eChild #422,0,0,0,2,0,0,0,0,0,0,8,0,1
eChild #423,0,0,0,0,0,0,0,0,0,0,1,0,3
eChild #424,0,0,0,3,0,0,0,0,0,0,35,0,0
eChild #425,0,0,0,1,0,0,0,0,0,0,6,0,3
eChild #426,0,0,0,0,0,0,0,0,0,1,23,0,3
eChild #427,0,0,0,0,0,0,0,0,0,12,0,0,1
eChild #428,0,0,0,3,0,0,0,0,0,1,12,0,0
eChild #429,0,0,0,0,0,0,0,0,0,5,4,0,6
eChild #430,0,0,0,2,0,0,0,0,0,0,1,0,0
eChild #431,0,0,0,0,0,0,0,0,0,2,8,0,2
eChild #432,0,0,0,1,0,0,0,0,0,1,5,0,0
