 observation,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
eChild #38,0,0,0,0,0,0,0,0,0,8,10,0,1
eChild #39,0,0,0,0,0,0,0,0,0,17,3,0,7
eChild #40,0,0,0,5,0,0,0,0,0,0,37,0,0
eChild #41,0,0,0,0,0,0,0,0,0,0,12,0,7
eChild #42,0,0,0,1,0,0,0,0,0,1,10,0,0
eChild #43,0,0,0,2,0,0,0,0,0,5,21,0,0
eChild #44,0,0,0,1,0,0,0,0,0,4,3,0,0
eChild #45,0,0,0,0,0,0,0,0,0,3,2,0,4
eChild #46,0,0,0,0,0,0,0,0,0,3,16,0,6
eChild #47,0,0,0,1,0,0,0,0,0,8,2,0,0
eChild #48,0,0,0,0,0,0,0,0,0,4,9,0,1
eChild #49,0,0,0,0,0,0,0,0,0,5,6,0,1
eChild #50,0,0,0,2,0,0,0,0,0,2,11,0,0
eChild #51,0,0,0,1,0,0,0,0,0,1,8,0,0
eChild #52,0,0,0,0,0,0,0,0,0,0,8,0,1
eChild #53,0,0,0,1,0,0,0,0,0,1,24,0,0
eChild #54,0,0,0,0,0,0,0,0,0,1,11,0,4
eChild #55,0,0,0,0,0,0,0,0,0,3,5,0,1
eChild #56,0,0,0,0,0,0,0,0,0,7,8,0,1
eChild #57,0,0,0,0,0,0,0,0,0,2,1,0,3
eChild #58,0,0,0,6,0,0,0,0,0,8,2,0,1
eChild #59,0,0,0,2,0,0,0,0,0,9,11,0,0
eChild #60,0,0,0,0,0,0,0,0,0,1,15,0,5
eChild #61,0,0,0,0,0,0,0,0,0,0,13,0,1
eChild #62,0,0,0,0,0,0,0,0,0,6,1,0,6
eChild #63,0,0,0,0,0,0,0,0,0,7,2,0,1
eChild #64,0,0,0,4,0,0,0,0,0,4,0,0,1
eChild #65,0,0,0,0,0,0,0,0,0,0,16,0,1
eChild #66,0,0,0,2,0,0,0,0,0,13,10,0,0
eChild #67,0,0,0,0,0,0,0,0,0,1,3,0,6
eChild #68,0,0,0,0,0,0,0,0,0,2,0,0,5
eChild #69,0,0,0,2,0,0,0,0,0,3,13,0,0
eChild #70,0,0,0,0,0,0,0,0,0,2,1,0,3
eChild #71,0,0,0,0,0,0,0,0,0,1,0,0,1
eChild #72,0,0,0,0,0,0,0,0,0,0,22,0,2
eChild #73,0,0,0,0,0,0,0,0,0,7,16,0,1
eChild #74,0,0,0,0,0,0,0,0,0,1,21,0,2
eChild #75,0,0,0,1,0,0,0,0,0,5,13,0,0
eChild #76,0,0,0,0,0,0,0,0,0,2,12,0,2
eChild #77,0,0,0,1,0,0,0,0,0,2,3,0,0
eChild #78,0,0,0,1,0,0,0,0,0,6,7,0,0
eChild #79,0,0,0,0,0,0,0,0,0,1,4,0,1
eChild #80,0,0,0,0,0,0,0,0,0,2,4,0,2
eChild #81,0,0,0,0,0,0,0,0,0,0,10,0,6
eChild #82,0,0,0,5,0,0,0,0,0,4,14,0,2
eChild #83,0,0,0,0,0,0,0,0,0,0,1,0,4
eChild #84,0,0,0,0,0,0,0,0,0,4,8,0,2
eChild #85,0,0,0,0,0,0,0,0,0,1,3,0,1
eChild #86,0,0,0,4,0,0,0,0,0,2,16,0,0
eChild #87,0,0,0,2,0,0,0,0,0,3,2,0,0
eChild #88,0,0,0,0,0,0,0,0,0,3,35,0,3
eChild #89,0,0,0,0,0,0,0,0,0,1,9,0,2
eChild #90,0,0,0,0,0,0,0,0,0,0,8,0,1
eChild #91,0,0,0,0,0,0,0,0,0,6,11,0,1
eChild #92,0,0,0,0,0,0,0,0,0,14,2,0,6
eChild #93,0,0,0,3,0,0,0,0,0,2,3,0,0
eChild #94,0,0,0,2,0,0,0,0,0,12,3,0,0
eChild #95,0,0,0,3,0,0,0,0,0,9,6,0,0
eChild #96,0,0,0,0,0,0,0,0,0,4,29,0,2
eChild #97,0,0,0,0,0,0,0,0,0,2,1,0,3
eChild #98,0,0,0,4,0,0,0,0,0,1,5,0,0
eChild #99,0,0,0,2,0,0,0,0,0,4,13,0,0
eChild #100,0,0,0,1,0,0,0,0,0,7,3,0,0
