Grammar, , , , , , , , , , , , ,Time Course Vector, , , , , , , , , , , , ,Grammar Learned?,Total Time
0,1,0,2,0,3,0,4,0,5,0,6,0,7,5,8,0,9,0,10,7,11,1,12,0,13,True,0.000475
0,1,0,2,0,3,2,4,0,5,0,6,0,7,2,8,0,9,0,10,2,11,5,12,0,13,True,0.000387
0,1,0,2,0,3,0,4,0,5,0,6,0,7,3,8,0,9,0,10,3,11,5,12,0,13,True,0.000454
0,1,0,2,0,3,0,4,0,5,0,6,0,7,2,8,0,9,0,10,2,11,27,12,0,13,True,0.00094
0,1,0,2,0,3,2,4,0,5,0,6,0,7,1,8,0,9,0,10,8,11,17,12,0,13,True,0.000641
0,1,0,2,0,3,2,4,0,5,0,6,0,7,0,8,0,9,0,10,3,11,12,12,0,13,True,0.000451
0,1,0,2,0,3,0,4,0,5,0,6,0,7,2,8,0,9,0,10,3,11,0,12,0,13,True,0.000182
0,1,0,2,0,3,0,4,0,5,0,6,0,7,20,8,0,9,0,10,9,11,0,12,0,13,True,0.000739
0,1,0,2,0,3,0,4,0,5,0,6,0,7,5,8,0,9,0,10,5,11,9,12,0,13,True,0.000358
0,1,0,2,0,3,1,4,0,5,0,6,0,7,14,8,0,9,0,10,5,11,1,12,0,13,True,0.000516
0,1,0,2,0,3,0,4,0,5,0,6,0,7,15,8,0,9,0,10,2,11,67,12,0,13,True,0.002147
0,1,0,2,0,3,0,4,0,5,0,6,0,7,1,8,0,9,0,10,6,11,5,12,0,13,True,0.000282
0,1,0,2,0,3,1,4,0,5,0,6,0,7,2,8,0,9,0,10,3,11,77,12,0,13,True,0.002494
0,1,0,2,0,3,0,4,0,5,0,6,0,7,13,8,0,9,0,10,0,11,34,12,0,13,True,0.001157
0,1,0,2,0,3,1,4,0,5,0,6,0,7,36,8,0,9,0,10,8,11,4,12,0,13,True,0.001294
0,1,0,2,0,3,0,4,0,5,0,6,0,7,13,8,0,9,0,10,2,11,5,12,0,13,True,0.000512
0,1,0,2,0,3,1,4,0,5,0,6,0,7,12,8,0,9,0,10,8,11,40,12,0,13,True,0.001311
0,1,0,2,0,3,3,4,0,5,0,6,0,7,13,8,0,9,0,10,5,11,3,12,0,13,True,0.000642
0,1,0,2,0,3,0,4,0,5,0,6,0,7,3,8,0,9,0,10,14,11,23,12,0,13,True,0.000837
0,1,0,2,0,3,0,4,0,5,0,6,0,7,50,8,0,9,0,10,2,11,13,12,0,13,True,0.002065
