p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
1,1,1,14,1,14,1,1,1,4,1,1,1
1,7,1,66,1,7,1,1,1,1,1,1,1
1,6,1,6,1,6,1,1,1,21,1,1,1
1,6,1,9,1,9,1,1,1,2,1,1,1
1,3,1,6,1,6,1,1,1,2,1,1,1
1,8,1,24,1,24,1,1,1,2,1,1,1
1,3,1,53,1,50,1,1,1,5,1,1,1
1,3,1,24,1,24,1,1,1,2,1,1,1
1,4,1,27,1,18,1,1,1,5,1,1,1
1,1,1,135,1,3,1,1,1,4,1,1,1
1,2,1,1,1,8,1,1,1,4,1,1,1
1,1,1,28,1,28,1,1,1,1,1,1,1
1,3,1,1,1,5,1,1,1,1,1,1,1
1,2,1,1,1,1,1,1,1,4,1,1,1
1,5,1,153,1,22,1,1,1,2,1,1,1
1,5,1,29,1,29,1,1,1,2,1,1,1
1,1,1,27,1,27,1,1,1,2,1,1,1
1,2,1,34,1,26,1,1,1,1,1,1,1
1,1,1,1,1,2,1,1,1,3,1,1,1
1,2,1,75,1,34,1,1,1,1,1,1,1
1,3,1,35,1,19,1,1,1,1,1,1,1
1,1,1,18,1,18,1,1,1,1,1,1,1
1,6,1,13,1,13,1,1,1,2,1,1,1
1,1,1,6,1,6,1,1,1,5,1,1,1
1,1,1,1,1,2,1,1,1,1,1,1,1
1,1,1,19,1,19,1,1,1,1,1,1,1
1,1,1,39,1,35,1,1,1,1,1,1,1
1,2,1,21,1,21,1,1,1,6,1,1,1
1,3,1,149,1,19,1,1,1,3,1,1,1
1,1,1,163,1,12,1,1,1,7,1,1,1
1,1,1,41,1,25,1,1,1,10,1,1,1
1,2,1,1,1,8,1,1,1,3,1,1,1
1,3,1,2,1,2,1,1,1,1,1,1,1
1,1,1,29,1,29,1,1,1,2,1,1,1
1,1,1,72,1,46,1,1,1,2,1,1,1
1,2,1,22,1,22,1,1,1,5,1,1,1
1,1,1,1,1,2,1,1,1,5,1,1,1
1,1,1,26,1,26,1,1,1,1,1,1,1
1,1,1,73,1,31,1,1,1,6,1,1,1
1,1,1,30,1,30,1,1,1,12,1,1,1
1,5,1,5,1,5,1,1,1,2,1,1,1
1,2,1,9,1,9,1,1,1,1,1,1,1
1,2,1,69,1,69,1,1,1,8,1,1,1
1,2,1,1,1,2,1,1,1,7,1,1,1
1,3,1,2,1,2,1,1,1,1,1,1,1
1,1,1,73,1,31,1,1,1,5,1,1,1
1,2,1,36,1,16,1,1,1,3,1,1,1
1,1,1,12,1,12,1,1,1,3,1,1,1
1,3,1,112,1,112,1,1,1,2,1,1,1
1,1,1,68,1,61,1,1,1,4,1,1,1
1,1,1,12,1,12,1,1,1,6,1,1,1
1,3,1,65,1,36,1,1,1,6,1,1,1
1,1,1,12,1,7,1,1,1,6,1,1,1
1,3,1,78,1,15,1,1,1,3,1,1,1
1,1,1,30,1,30,1,1,1,2,1,1,1
1,3,1,20,1,19,1,1,1,1,1,1,1
1,1,1,24,1,10,1,1,1,8,1,1,1
1,3,1,1,1,8,1,1,1,2,1,1,1
1,2,1,35,1,27,1,1,1,7,1,1,1
1,3,1,18,1,18,1,1,1,1,1,1,1
1,2,1,11,1,11,1,1,1,5,1,1,1
1,1,1,27,1,11,1,1,1,1,1,1,1
1,2,1,17,1,17,1,1,1,3,1,1,1
1,2,1,6,1,6,1,1,1,7,1,1,1
1,2,1,1,1,1,1,1,1,4,1,1,1
1,3,1,50,1,2,1,1,1,6,1,1,1
1,2,1,7,1,7,1,1,1,1,1,1,1
1,2,1,26,1,13,1,1,1,6,1,1,1
