Grammar Learned?,Learned Grammar,Expected Grammar,Total Time
True,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.0006000995635986328
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.02563619613647461
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.023218870162963867
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.020524978637695312
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.020010948181152344
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.01908707618713379
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.01788783073425293
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.01771998405456543
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.016954898834228516
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.01740288734436035
True,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.0007450580596923828
True,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.0012810230255126953
True,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.0005221366882324219
True,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.0005140304565429688
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.017294883728027344
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.017814159393310547
True,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.00024199485778808594
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.017016887664794922
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.017860889434814453
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.017729997634887695
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.016820907592773438
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.01760578155517578
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.017179012298583984
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.017740964889526367
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.016876935958862305
True,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.0001888275146484375
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.017214059829711914
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.01736283302307129
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.01709294319152832
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.017570018768310547
True,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.0004630088806152344
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.016911029815673828
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.01816105842590332
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.018641948699951172
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.01755499839782715
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.017879962921142578
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.017119169235229492
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.01829218864440918
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.030124902725219727
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.0257108211517334
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.01919102668762207
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.01794600486755371
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.017466068267822266
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.017117023468017578
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.01721811294555664
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.01715683937072754
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.017374038696289062
True,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.00019502639770507812
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.017132043838500977
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.017309188842773438
False,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0']","['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0']",0.017596960067749023
