p1 < p2,p1 < p3,p1 < p4,p1 < p5,p1 < p6,p1 < p7,p1 < p8,p1 < p9,p1 < p10,p1 < p11,p1 < p12,p1 < p13,p2 < p1,p2 < p3,p2 < p4,p2 < p5,p2 < p6,p2 < p7,p2 < p8,p2 < p9,p2 < p10,p2 < p11,p2 < p12,p2 < p13,p3 < p1,p3 < p2,p3 < p4,p3 < p5,p3 < p6,p3 < p7,p3 < p8,p3 < p9,p3 < p10,p3 < p11,p3 < p12,p3 < p13,p4 < p1,p4 < p2,p4 < p3,p4 < p5,p4 < p6,p4 < p7,p4 < p8,p4 < p9,p4 < p10,p4 < p11,p4 < p12,p4 < p13,p5 < p1,p5 < p2,p5 < p3,p5 < p4,p5 < p6,p5 < p7,p5 < p8,p5 < p9,p5 < p10,p5 < p11,p5 < p12,p5 < p13,p6 < p1,p6 < p2,p6 < p3,p6 < p4,p6 < p5,p6 < p7,p6 < p8,p6 < p9,p6 < p10,p6 < p11,p6 < p12,p6 < p13,p7 < p1,p7 < p2,p7 < p3,p7 < p4,p7 < p5,p7 < p6,p7 < p8,p7 < p9,p7 < p10,p7 < p11,p7 < p12,p7 < p13,p8 < p1,p8 < p2,p8 < p3,p8 < p4,p8 < p5,p8 < p6,p8 < p7,p8 < p9,p8 < p10,p8 < p11,p8 < p12,p8 < p13,p9 < p1,p9 < p2,p9 < p3,p9 < p4,p9 < p5,p9 < p6,p9 < p7,p9 < p8,p9 < p10,p9 < p11,p9 < p12,p9 < p13,p10 < p1,p10 < p2,p10 < p3,p10 < p4,p10 < p5,p10 < p6,p10 < p7,p10 < p8,p10 < p9,p10 < p11,p10 < p12,p10 < p13,p11 < p1,p11 < p2,p11 < p3,p11 < p4,p11 < p5,p11 < p6,p11 < p7,p11 < p8,p11 < p9,p11 < p10,p11 < p12,p11 < p13,p12 < p1,p12 < p2,p12 < p3,p12 < p4,p12 < p5,p12 < p6,p12 < p7,p12 < p8,p12 < p9,p12 < p10,p12 < p11,p12 < p13,p13 < p1,p13 < p2,p13 < p3,p13 < p4,p13 < p5,p13 < p6,p13 < p7,p13 < p8,p13 < p9,p13 < p10,p13 < p11,p13 < p12
400,624,1000,821,617,325,325,325,1000,325,400,0,600,886,980,966,1000,727,727,727,953,727,1000,0,376,114,911,641,578,567,567,567,576,567,569,0,0,20,89,80,33,16,16,16,42,16,20,0,179,34,359,920,317,122,122,122,333,122,162,0,383,0,422,967,683,349,349,349,671,349,474,0,675,273,433,984,878,651,1000,1000,1000,1000,1000,0,675,273,433,984,878,651,0,1000,1000,1000,1000,0,675,273,433,984,878,651,0,0,1000,1000,1000,0,0,47,424,958,667,329,0,0,0,246,400,0,675,273,433,984,878,651,0,0,0,754,1000,0,600,0,431,980,838,526,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
