p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
1,1,1,1,1,18,1,10,1,1,1,1,1
1,1,1,2,1,194,1,39,1,1,1,1,1
1,1,1,1,1,51,1,13,1,1,1,1,1
1,1,1,2,1,36,1,6,1,1,1,1,1
1,1,1,1,1,10,1,8,1,1,1,1,1
1,1,1,1,1,2,1,5,1,1,1,1,1
1,1,1,1,1,42,1,46,1,1,1,1,1
1,1,1,2,1,165,1,34,1,1,1,1,1
1,1,1,2,1,3,1,2,1,1,1,1,1
1,1,1,1,1,68,1,9,1,1,1,1,1
1,1,1,1,1,79,1,9,1,1,1,1,1
1,1,1,1,1,33,1,7,1,1,1,1,1
1,1,1,3,1,85,1,8,1,1,1,1,1
1,1,1,4,1,34,1,7,1,1,1,1,1
1,1,1,1,1,21,1,8,1,1,1,1,1
1,1,1,1,1,5,1,19,1,1,1,1,1
1,1,1,1,1,86,1,4,1,1,1,1,1
1,1,1,1,1,16,1,1,1,1,1,1,1
1,1,1,1,1,41,1,3,1,1,1,1,1
1,1,1,2,1,62,1,21,1,1,1,1,1
1,1,1,1,1,43,1,12,1,1,1,1,1
1,1,1,1,1,23,1,10,1,1,1,1,1
1,1,1,1,1,107,1,58,1,1,1,1,1
1,1,1,2,1,6,1,18,1,1,1,1,1
1,1,1,1,1,37,1,12,1,1,1,1,1
1,1,1,1,1,7,1,18,1,1,1,1,1
1,1,1,1,1,32,1,8,1,1,1,1,1
1,1,1,1,1,17,1,9,1,1,1,1,1
1,1,1,1,1,70,1,1,1,1,1,1,1
1,1,1,3,1,90,1,47,1,1,1,1,1
1,1,1,1,1,29,1,4,1,1,1,1,1
1,1,1,2,1,41,1,43,1,1,1,1,1
1,1,1,5,1,28,1,49,1,1,1,1,1
1,1,1,1,1,24,1,16,1,1,1,1,1
1,1,1,1,1,6,1,2,1,1,1,1,1
1,1,1,1,1,25,1,17,1,1,1,1,1
1,1,1,2,1,34,1,19,1,1,1,1,1
1,1,1,1,1,23,1,5,1,1,1,1,1
1,1,1,2,1,9,1,5,1,1,1,1,1
1,1,1,1,1,28,1,11,1,1,1,1,1
1,1,1,3,1,69,1,7,1,1,1,1,1
1,1,1,1,1,9,1,1,1,1,1,1,1
1,1,1,1,1,71,1,9,1,1,1,1,1
1,1,1,2,1,103,1,3,1,1,1,1,1
1,1,1,1,1,2,1,11,1,1,1,1,1
1,1,1,1,1,35,1,5,1,1,1,1,1
1,1,1,1,1,50,1,21,1,1,1,1,1
1,1,1,1,1,96,1,16,1,1,1,1,1
1,1,1,2,1,48,1,4,1,1,1,1,1
1,1,1,1,1,2,1,37,1,1,1,1,1
1,1,1,1,1,77,1,2,1,1,1,1,1
1,1,1,1,1,76,1,9,1,1,1,1,1
1,1,1,1,1,33,1,6,1,1,1,1,1
1,1,1,2,1,51,1,2,1,1,1,1,1
1,1,1,1,1,65,1,2,1,1,1,1,1
1,1,1,1,1,9,1,11,1,1,1,1,1
1,1,1,1,1,13,1,3,1,1,1,1,1
1,1,1,1,1,58,1,9,1,1,1,1,1
1,1,1,1,1,60,1,46,1,1,1,1,1
1,1,1,1,1,98,1,46,1,1,1,1,1
1,1,1,1,1,11,1,35,1,1,1,1,1
1,1,1,1,1,3,1,24,1,1,1,1,1
1,1,1,1,1,114,1,11,1,1,1,1,1
1,1,1,1,1,31,1,54,1,1,1,1,1
1,1,1,1,1,47,1,9,1,1,1,1,1
1,1,1,1,1,15,1,39,1,1,1,1,1
1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,126,1,8,1,1,1,1,1
1,1,1,1,1,23,1,7,1,1,1,1,1
1,1,1,1,1,32,1,39,1,1,1,1,1
1,1,1,1,1,9,1,12,1,1,1,1,1
1,1,1,1,1,82,1,1,1,1,1,1,1
1,1,1,1,1,5,1,1,1,1,1,1,1
1,1,1,2,1,15,1,19,1,1,1,1,1
1,1,1,1,1,3,1,10,1,1,1,1,1
1,1,1,1,1,2,1,21,1,1,1,1,1
1,1,1,3,1,8,1,18,1,1,1,1,1
1,1,1,1,1,158,1,4,1,1,1,1,1
1,1,1,1,1,95,1,10,1,1,1,1,1
1,1,1,1,1,28,1,8,1,1,1,1,1
1,1,1,1,1,4,1,38,1,1,1,1,1
1,1,1,1,1,48,1,33,1,1,1,1,1
1,1,1,1,1,5,1,1,1,1,1,1,1
1,1,1,1,1,8,1,4,1,1,1,1,1
1,1,1,1,1,116,1,36,1,1,1,1,1
1,1,1,2,1,16,1,84,1,1,1,1,1
1,1,1,1,1,15,1,17,1,1,1,1,1
1,1,1,1,1,13,1,23,1,1,1,1,1
1,1,1,1,1,11,1,12,1,1,1,1,1
1,1,1,1,1,4,1,1,1,1,1,1,1
1,1,1,1,1,43,1,15,1,1,1,1,1
1,1,1,2,1,11,1,50,1,1,1,1,1
1,1,1,1,1,46,1,48,1,1,1,1,1
1,1,1,1,1,1,1,8,1,1,1,1,1
1,1,1,2,1,10,1,11,1,1,1,1,1
1,1,1,4,1,30,1,21,1,1,1,1,1
1,1,1,2,1,22,1,16,1,1,1,1,1
1,1,1,4,1,60,1,34,1,1,1,1,1
1,1,1,1,1,2,1,7,1,1,1,1,1
1,1,1,1,1,2,1,17,1,1,1,1,1
1,1,1,2,1,40,1,23,1,1,1,1,1
1,1,1,1,1,22,1,37,1,1,1,1,1
1,1,1,2,1,26,1,24,1,1,1,1,1
1,1,1,1,1,3,1,25,1,1,1,1,1
1,1,1,4,1,27,1,21,1,1,1,1,1
1,1,1,1,1,136,1,7,1,1,1,1,1
1,1,1,1,1,25,1,1,1,1,1,1,1
1,1,1,1,1,97,1,28,1,1,1,1,1
1,1,1,1,1,81,1,1,1,1,1,1,1
1,1,1,1,1,53,1,1,1,1,1,1,1
1,1,1,1,1,73,1,1,1,1,1,1,1
1,1,1,2,1,55,1,3,1,1,1,1,1
1,1,1,1,1,51,1,2,1,1,1,1,1
1,1,1,1,1,10,1,5,1,1,1,1,1
1,1,1,1,1,1,1,11,1,1,1,1,1
1,1,1,1,1,103,1,1,1,1,1,1,1
1,1,1,1,1,83,1,59,1,1,1,1,1
1,1,1,1,1,35,1,42,1,1,1,1,1
1,1,1,1,1,1,1,61,1,1,1,1,1
1,1,1,2,1,31,1,17,1,1,1,1,1
1,1,1,1,1,12,1,32,1,1,1,1,1
1,1,1,1,1,30,1,9,1,1,1,1,1
1,1,1,1,1,91,1,37,1,1,1,1,1
1,1,1,2,1,178,1,9,1,1,1,1,1
1,1,1,1,1,16,1,1,1,1,1,1,1
1,1,1,1,1,47,1,23,1,1,1,1,1
1,1,1,1,1,49,1,22,1,1,1,1,1
1,1,1,1,1,87,1,31,1,1,1,1,1
1,1,1,2,1,47,1,58,1,1,1,1,1
1,1,1,2,1,23,1,5,1,1,1,1,1
1,1,1,1,1,1,1,43,1,1,1,1,1
1,1,1,2,1,72,1,25,1,1,1,1,1
1,1,1,1,1,19,1,15,1,1,1,1,1
